CustomerID,Age,Gender,Annual Income (k$),Spending Score (1-100),Purchase History,Sales
1796,34,Male,66,53,88,704
1797,24,Female,88,58,70,350
1798,21,Male,139,37,31,341
1799,46,Male,79,49,36,180
1800,31,Female,66,67,60,420
1801,20,Female,90,19,14,196
1802,41,Male,103,1,44,484
1803,54,Female,86,29,21,210
1804,33,Female,82,87,62,682
1805,69,Male,129,33,10,90
1806,21,Male,71,52,43,516
1807,41,Male,80,41,22,220
1808,51,Male,104,23,77,616
1809,47,Female,64,5,76,380
1810,35,Male,28,71,93,558
1811,36,Male,30,57,99,990
1812,48,Male,56,6,46,368
1813,36,Female,124,49,8,56
1814,66,Male,36,22,24,264
1815,63,Female,82,77,32,352
1816,36,Male,33,76,44,264
1817,39,Male,80,4,69,828
1818,41,Female,87,72,48,240
1819,62,Male,68,64,27,378
1820,29,Male,126,37,61,671
1821,47,Female,32,31,51,714
1822,55,Male,131,37,17,85
1823,48,Male,99,45,20,140
1824,53,Male,53,90,94,658
1825,36,Male,119,8,59,826
1826,65,Female,82,40,99,594
1827,62,Male,39,97,69,966
1828,53,Female,137,93,85,765
1829,47,Male,135,5,20,160
1830,66,Female,75,28,41,410
1831,50,Male,114,81,56,336
1832,35,Female,65,87,14,112
1833,69,Male,112,9,42,462
1834,66,Female,16,2,48,240
1835,45,Female,19,63,99,693
1836,64,Male,100,96,78,390
1837,28,Female,147,51,58,348
1838,62,Male,82,31,55,715
1839,50,Male,23,7,56,784
1840,34,Male,107,30,74,666
1841,23,Male,139,58,96,768
1842,21,Male,75,3,96,768
1843,37,Female,65,51,63,756
1844,65,Male,24,56,17,119
1845,64,Male,148,73,45,360
1846,44,Male,76,10,16,96
1847,32,Male,127,61,54,540
1848,23,Male,147,50,61,793
1849,64,Male,136,47,54,432
1850,31,Female,137,90,61,610
1851,28,Female,77,1,58,464
1852,56,Male,125,94,70,420
1853,26,Female,103,57,12,120
1854,43,Male,65,38,67,737
1855,33,Male,146,62,13,104
1856,22,Male,118,79,64,704
1857,69,Male,137,89,67,804
1858,27,Male,62,70,76,532
1859,67,Female,46,82,7,42
1860,20,Female,134,65,77,693
1861,30,Female,113,62,17,102
1862,60,Female,88,56,13,182
1863,66,Male,48,67,99,891
1864,47,Female,84,17,93,1302
1865,62,Male,124,8,56,560
1866,23,Female,30,60,66,792
1867,34,Female,73,40,12,120
1868,62,Female,33,81,99,792
1869,68,Female,109,89,49,343
1870,36,Male,127,62,57,342
1871,59,Female,55,41,67,335
1872,52,Female,95,12,99,594
1873,63,Male,117,93,85,510
1874,43,Male,68,89,61,549
1875,68,Female,109,100,58,754
1876,22,Male,76,54,23,115
1877,46,Male,113,89,71,568
1878,54,Male,107,93,50,700
1879,37,Female,79,11,98,1078
1880,66,Male,82,60,14,196
1881,38,Female,42,68,97,679
1882,27,Female,32,78,22,264
1883,22,Female,40,46,16,112
1884,53,Female,118,38,53,636
1885,23,Male,69,61,27,162
1886,43,Female,133,17,66,594
1887,21,Male,138,66,15,120
1888,56,Female,148,72,77,1001
1889,56,Male,143,36,60,420
1890,67,Female,22,74,92,828
1891,52,Male,65,7,93,1302
1892,18,Female,99,100,59,767
1893,41,Female,39,16,29,290
1894,53,Male,97,14,13,78
1895,23,Female,107,80,16,80
1896,58,Female,131,25,15,75
1897,63,Female,70,4,42,462
1898,61,Male,26,29,32,192
1899,48,Female,134,56,12,132
1900,37,Female,85,6,78,390
1901,41,Male,31,1,93,744
1902,42,Male,136,39,51,714
1903,53,Male,138,1,40,320
1904,38,Male,24,63,54,486
1905,47,Male,45,57,13,182
1906,41,Female,74,67,64,320
1907,61,Female,84,65,76,836
1908,59,Female,31,65,71,426
1909,47,Male,64,21,57,342
1910,39,Female,51,30,86,1032
1911,45,Male,132,96,21,273
1912,24,Male,94,33,57,570
1913,52,Female,25,48,32,160
1914,45,Male,148,22,67,335
1915,31,Male,137,94,19,209
1916,27,Female,49,54,23,276
1917,33,Male,47,4,90,630
1918,33,Male,32,87,74,962
1919,48,Female,27,55,51,408
1920,59,Male,104,44,75,600
1921,42,Male,124,89,52,364
1922,30,Female,15,12,77,924
1923,23,Female,77,81,24,312
1924,61,Female,48,79,41,205
1925,26,Female,117,74,79,474
1926,62,Male,24,99,6,30
1927,53,Male,142,52,68,544
1928,60,Female,21,93,90,1260
1929,37,Male,70,76,40,440
1930,35,Male,94,65,9,99
1931,60,Female,26,65,68,680
1932,38,Female,62,10,11,99
1933,21,Male,40,18,74,592
1934,67,Female,126,47,26,312
1935,50,Female,136,66,78,858
1936,44,Female,26,49,50,700
1937,24,Male,56,72,44,220
1938,23,Female,75,22,65,650
1939,32,Male,72,86,50,300
1940,35,Male,48,26,88,704
1941,49,Male,21,90,32,288
1942,28,Female,123,9,91,1092
1943,37,Female,49,21,39,390
1944,41,Female,29,95,5,30
1945,32,Female,39,63,33,297
1946,65,Female,73,6,13,117
1947,24,Male,93,14,13,130
1948,38,Male,100,33,26,130
1949,59,Male,148,71,67,804
1950,43,Female,102,24,70,490
1951,61,Male,85,73,84,756
1952,31,Male,135,75,62,682
1953,54,Female,107,87,74,518
1954,38,Female,110,51,59,826
1955,35,Male,46,2,17,170
1956,22,Male,67,15,23,207
1957,20,Female,73,35,83,913
1958,40,Female,83,36,37,518
1959,43,Female,146,92,78,546
1960,54,Female,100,39,69,414
1961,41,Male,32,4,64,512
1962,66,Male,95,64,16,112
1963,36,Female,128,74,47,376
1964,68,Male,38,6,97,1067
1965,42,Male,80,57,21,189
1966,38,Female,76,30,72,576
1967,29,Male,68,99,33,330
1968,58,Male,145,74,59,649
1969,50,Male,51,96,11,99
1970,67,Female,51,67,48,528
1971,21,Female,145,90,81,567
1972,59,Male,49,15,9,99
1973,24,Female,138,17,64,448
1974,39,Female,32,91,10,100
1975,50,Female,136,18,11,132
1976,34,Male,62,19,50,500
1977,41,Male,31,76,61,854
1978,51,Female,149,88,58,406
1979,45,Male,71,69,96,864
1980,60,Male,22,24,50,650
1981,58,Male,142,91,14,168
1982,56,Male,131,48,8,80
1983,39,Male,70,30,71,923
1984,66,Female,140,15,29,174
1985,34,Male,73,47,91,1183
1986,51,Male,72,44,95,1330
1987,23,Male,122,98,82,1148
1988,63,Female,88,27,65,650
1989,23,Female,115,84,42,546
1990,51,Female,62,64,36,288
1991,18,Male,85,41,27,243
1992,27,Female,130,96,41,246
1993,38,Female,136,68,7,49
1994,22,Female,92,5,17,85
1995,19,Female,43,53,38,304
1996,39,Male,107,8,92,552
1997,65,Female,87,22,69,414
1998,19,Female,114,7,80,400
1999,27,Male,88,22,12,168
2000,51,Male,109,46,87,522
2001,33,Female,31,30,13,104
2002,65,Male,111,16,32,320
2003,68,Female,23,79,82,902
2004,56,Male,149,5,95,1045
2005,39,Male,33,67,22,242
2006,29,Female,148,23,46,368
2007,41,Male,128,61,45,405
2008,64,Female,139,74,74,518
2009,57,Male,75,5,37,185
2010,55,Female,56,23,93,1116
2011,27,Male,27,79,81,1134
2012,52,Male,99,82,58,638
2013,68,Male,34,25,91,1183
2014,66,Male,64,8,40,560
2015,49,Male,106,95,89,712
2016,24,Female,102,21,60,540
2017,38,Male,83,2,21,189
2018,37,Female,51,22,14,154
2019,43,Female,113,72,91,1183
2020,21,Female,139,87,48,576
2021,63,Male,68,96,6,66
2022,69,Female,144,72,18,90
2023,39,Male,55,68,45,630
2024,32,Female,59,64,6,60
2025,57,Female,117,94,23,322
2026,38,Female,120,19,84,1092
2027,32,Female,142,87,93,1023
2028,39,Female,100,82,5,25
2029,69,Male,61,53,6,78
2030,45,Female,19,93,31,217
2031,31,Female,15,87,6,78
2032,44,Male,58,97,98,784
2033,58,Male,52,52,55,715
2034,57,Male,33,47,14,168
2035,45,Female,129,82,23,253
2036,43,Female,101,54,84,672
2037,66,Female,137,44,17,221
2038,19,Female,96,97,52,416
2039,42,Female,72,7,60,300
2040,20,Female,81,92,76,760
2041,25,Male,136,1,60,480
2042,61,Male,101,63,54,756
2043,50,Female,145,98,99,693
2044,59,Female,69,39,49,441
2045,69,Female,103,19,93,651
2046,52,Female,72,31,63,819
2047,23,Female,77,77,43,430
2048,56,Male,105,24,25,175
2049,69,Male,66,69,59,531
2050,40,Female,140,87,61,732
2051,42,Male,38,83,45,540
2052,67,Female,86,65,97,970
2053,60,Female,23,33,74,666
2054,36,Female,124,59,86,774
2055,22,Male,108,33,53,265
2056,68,Male,131,32,48,288
2057,28,Female,97,59,39,312
2058,29,Male,94,92,95,950
2059,27,Male,114,41,9,99
2060,25,Female,54,12,75,375
2061,41,Male,117,73,78,936
2062,45,Male,76,11,78,390
2063,58,Female,83,97,55,715
2064,53,Female,123,19,61,488
2065,54,Male,18,54,62,682
2066,38,Female,86,57,96,960
2067,25,Male,31,42,40,520
2068,26,Female,128,98,14,84
2069,64,Female,99,71,54,594
2070,32,Female,71,31,41,369
2071,65,Female,121,52,24,264
2072,63,Male,62,2,17,85
2073,57,Female,131,83,79,1106
2074,35,Female,45,38,23,299
2075,59,Female,126,32,96,480
2076,37,Male,61,10,60,540
2077,23,Male,148,8,49,588
2078,29,Female,122,90,64,320
2079,19,Female,86,94,72,792
2080,24,Female,85,75,61,366
2081,33,Female,122,20,58,638
2082,20,Female,67,20,41,451
2083,62,Female,30,9,87,1131
2084,20,Male,130,72,41,410
2085,44,Female,87,15,18,144
2086,67,Female,88,98,99,1089
2087,60,Female,95,88,96,1056
2088,57,Female,26,97,48,384
2089,55,Female,142,63,87,522
2090,50,Female,84,91,46,598
2091,45,Male,55,21,5,60
2092,18,Male,73,5,27,243
2093,25,Male,103,35,68,612
2094,54,Male,38,85,32,160
2095,49,Male,94,68,8,104
2096,65,Male,148,48,45,630
2097,60,Female,146,80,64,768
2098,54,Female,106,95,22,198
2099,21,Female,106,90,67,938
2100,47,Female,95,62,65,650
2101,23,Female,85,35,53,742
2102,63,Female,79,70,51,714
2103,36,Male,66,97,43,516
2104,49,Female,44,21,93,930
2105,26,Male,113,80,86,1204
2106,29,Male,112,39,10,80
2107,28,Female,56,34,87,609
2108,63,Female,41,15,57,627
2109,33,Female,86,6,80,480
2110,18,Female,32,66,29,319
2111,62,Female,91,88,69,345
2112,38,Female,59,56,9,126
2113,47,Female,129,49,69,621
2114,30,Male,101,92,12,156
2115,51,Female,106,1,43,215
2116,21,Female,36,65,47,564
2117,45,Male,106,28,86,1118
2118,55,Female,91,100,77,1001
2119,48,Female,39,20,9,108
2120,44,Male,122,48,8,64
2121,22,Female,149,72,97,1067
2122,42,Female,123,65,5,25
2123,20,Female,148,90,98,1078
2124,50,Female,38,51,60,600
2125,21,Female,33,43,49,441
2126,42,Female,97,49,69,345
2127,37,Male,129,25,7,84
2128,51,Female,23,74,26,364
2129,43,Female,126,76,76,380
2130,22,Male,116,41,60,300
2131,52,Male,62,71,22,154
2132,45,Female,83,64,29,348
2133,46,Male,133,61,52,624
2134,26,Female,59,12,88,968
2135,69,Female,139,81,35,315
2136,55,Male,28,69,34,408
2137,67,Female,148,14,84,504
2138,23,Female,149,34,70,840
2139,36,Male,51,48,85,510
2140,61,Male,67,61,14,196
2141,28,Male,32,81,75,675
2142,19,Male,52,35,63,504
2143,64,Female,143,65,55,275
2144,61,Male,58,59,13,117
2145,61,Male,61,36,58,638
2146,26,Male,49,79,66,330
2147,38,Male,74,19,85,510
2148,41,Male,104,42,13,169
2149,51,Female,66,69,13,117
2150,39,Male,22,19,28,308
2151,20,Female,121,39,43,258
2152,29,Male,145,69,79,869
2153,45,Male,110,52,12,132
2154,47,Male,40,12,29,319
2155,43,Male,125,83,70,630
2156,65,Male,137,47,14,182
2157,38,Male,65,76,28,168
2158,45,Male,137,36,84,672
2159,43,Male,19,63,87,522
2160,50,Female,91,76,63,756
2161,38,Male,15,82,35,175
2162,52,Female,25,51,15,195
2163,69,Male,22,43,10,90
2164,51,Female,46,34,74,518
2165,58,Male,42,97,36,288
2166,68,Male,145,49,43,215
2167,64,Male,142,18,52,364
2168,35,Female,76,61,17,204
2169,28,Female,41,57,63,378
2170,40,Female,59,93,71,426
2171,65,Female,119,5,60,780
2172,39,Male,106,89,45,405
2173,34,Male,39,24,60,540
2174,22,Male,58,93,39,195
2175,61,Female,94,64,42,420
2176,28,Male,96,59,85,1020
2177,47,Female,149,38,71,710
2178,32,Female,102,33,38,418
2179,44,Female,141,10,80,640
2180,52,Female,69,37,92,552
2181,50,Female,70,97,74,370
2182,37,Male,29,87,15,150
2183,33,Female,72,11,31,403
2184,51,Female,102,24,52,728
2185,19,Male,111,88,28,252
2186,52,Female,22,71,22,132
2187,57,Female,54,21,31,155
2188,45,Male,28,20,58,406
2189,64,Male,67,10,59,472
2190,56,Male,141,89,25,275
2191,23,Female,94,47,63,819
2192,26,Male,129,100,38,456
2193,37,Male,148,47,62,806
2194,18,Male,69,15,52,572
2195,25,Female,58,44,58,812
2196,40,Male,32,62,22,264
2197,20,Female,30,6,7,84
2198,21,Female,26,66,28,140
2199,42,Male,59,76,5,65
2200,64,Female,107,4,10,60
2201,55,Female,36,23,23,253
2202,32,Male,111,13,90,1260
2203,38,Female,61,81,47,658
2204,52,Male,43,31,12,108
2205,63,Female,59,16,73,584
2206,69,Female,91,41,56,280
2207,31,Male,23,90,77,385
2208,53,Male,38,92,51,357
2209,29,Female,29,1,89,445
2210,34,Female,27,12,32,384
2211,56,Male,105,56,50,350
2212,26,Female,115,50,8,112
2213,52,Female,85,20,92,552
2214,30,Female,136,66,12,120
2215,32,Female,90,36,65,520
2216,35,Male,130,79,21,168
2217,68,Male,75,38,38,228
2218,50,Male,140,22,24,144
2219,23,Male,15,61,84,840
2220,44,Male,82,50,78,702
2221,40,Male,102,96,38,494
2222,44,Female,35,59,47,376
2223,51,Male,149,20,14,126
2224,63,Female,17,36,98,490
2225,55,Female,65,97,34,204
2226,31,Female,93,15,29,203
2227,53,Male,109,62,61,549
2228,25,Female,137,3,67,603
2229,52,Male,20,93,75,600
2230,36,Female,31,91,51,714
2231,47,Female,131,5,88,616
2232,31,Male,74,56,85,1105
2233,37,Female,139,31,7,35
2234,66,Female,95,86,50,500
2235,42,Female,99,35,40,440
2236,57,Female,65,71,30,420
2237,41,Male,85,70,14,112
2238,31,Female,53,26,38,532
2239,43,Female,83,1,82,574
2240,55,Male,62,83,12,144
2241,40,Female,139,7,59,767
2242,39,Female,71,36,95,475
2243,65,Female,35,76,14,196
2244,36,Female,96,84,61,793
2245,63,Male,113,87,83,913
2246,68,Female,29,25,90,450
2247,20,Male,83,94,49,539
2248,59,Female,90,59,54,486
2249,36,Female,76,61,68,952
2250,26,Female,133,29,99,1089
2251,45,Male,51,95,6,78
2252,37,Female,148,18,49,588
2253,62,Female,40,41,99,990
2254,24,Male,22,19,66,396
2255,31,Male,18,4,18,216
2256,26,Male,35,65,78,624
2257,36,Male,39,41,98,1176
2258,64,Female,57,15,19,209
2259,69,Female,51,54,18,144
2260,31,Female,56,64,35,420
2261,55,Female,106,72,33,198
2262,53,Male,75,15,31,403
2263,57,Female,82,79,89,890
2264,34,Female,67,50,13,143
2265,47,Female,98,22,24,336
2266,26,Female,48,18,62,310
2267,50,Male,90,80,83,581
2268,69,Female,111,2,92,1288
2269,42,Female,44,36,53,477
2270,31,Female,102,20,61,671
2271,28,Male,21,16,20,100
2272,52,Male,50,67,79,1027
2273,58,Female,52,30,12,108
2274,31,Female,66,55,71,497
2275,47,Female,107,66,23,253
2276,58,Male,121,99,71,994
2277,21,Female,140,26,40,480
2278,21,Female,63,57,93,1302
2279,45,Female,35,69,64,896
2280,25,Male,29,2,40,280
2281,19,Female,28,56,15,165
2282,58,Female,56,84,55,605
2283,63,Male,29,62,84,672
2284,39,Male,77,34,59,826
2285,58,Female,41,98,58,754
2286,33,Male,107,56,21,105
2287,46,Female,119,55,66,330
2288,66,Male,67,20,46,414
2289,65,Male,66,50,28,196
2290,47,Female,77,25,21,294
2291,29,Female,71,84,52,676
2292,52,Female,134,25,88,792
2293,28,Male,66,53,90,990
2294,63,Female,121,14,74,370
2295,67,Female,57,60,11,66
2296,38,Female,149,43,18,144
2297,38,Female,131,62,15,195
2298,22,Female,18,76,16,144
2299,65,Male,147,69,9,81
2300,37,Female,94,63,9,117
2301,54,Female,55,2,24,288
2302,20,Male,146,54,58,348
2303,61,Female,16,16,59,649
2304,50,Female,57,55,62,310
2305,26,Female,96,94,83,1162
2306,26,Female,122,43,94,1222
2307,21,Female,40,61,34,238
2308,52,Male,96,38,28,168
2309,34,Male,97,45,91,728
2310,51,Male,145,51,77,616
2311,41,Female,87,42,7,49
2312,49,Male,114,24,52,312
2313,18,Female,63,30,75,675
2314,25,Female,77,37,26,208
2315,62,Female,69,53,18,162
2316,40,Male,48,63,52,624
2317,64,Male,119,11,33,198
2318,57,Male,119,78,54,702
2319,29,Female,83,23,84,1176
2320,29,Male,29,80,14,70
2321,63,Female,17,50,75,900
2322,64,Male,17,85,93,837
2323,32,Male,116,55,31,186
2324,58,Female,18,55,83,996
2325,36,Female,102,4,32,288
2326,43,Male,59,97,13,182
2327,69,Male,59,54,75,1050
2328,46,Male,89,61,84,588
2329,39,Female,23,78,30,330
2330,57,Female,132,83,85,680
2331,38,Male,79,5,91,1274
2332,68,Male,145,100,12,120
2333,55,Female,40,95,6,84
2334,37,Male,40,18,99,1188
2335,46,Female,37,44,61,305
2336,68,Female,44,31,56,336
2337,21,Female,24,94,62,744
2338,24,Female,86,21,97,1067
2339,45,Female,78,47,7,98
2340,45,Female,137,30,12,156
2341,21,Male,119,55,63,378
2342,39,Female,88,68,6,72
2343,29,Female,119,69,99,990
2344,62,Male,61,41,66,330
2345,20,Female,101,45,53,424
2346,39,Male,67,74,24,144
2347,61,Female,143,91,33,363
2348,19,Male,16,80,21,273
2349,41,Male,72,30,78,780
2350,51,Female,86,77,26,208
2351,44,Female,41,100,10,90
2352,58,Female,43,85,66,330
2353,18,Female,29,45,35,280
2354,25,Male,143,45,66,924
2355,40,Male,74,79,16,112
2356,55,Male,121,84,16,208
2357,23,Female,17,84,67,670
2358,39,Male,129,45,20,160
2359,42,Female,66,55,29,203
2360,35,Female,74,59,26,208
2361,34,Male,48,5,95,1140
2362,29,Female,110,32,92,828
2363,23,Male,103,6,80,400
2364,43,Female,74,94,22,198
2365,44,Male,33,26,49,588
2366,25,Female,125,37,84,672
2367,36,Male,36,13,72,432
2368,59,Male,142,93,16,112
2369,18,Female,49,69,53,689
2370,46,Female,121,25,37,407
2371,62,Male,142,13,90,630
2372,66,Female,97,88,67,603
2373,52,Female,125,95,22,154
2374,57,Female,104,20,58,812
2375,31,Male,38,72,31,248
2376,52,Male,91,60,87,1044
2377,65,Female,115,73,82,574
2378,62,Female,146,21,29,203
2379,37,Male,27,61,38,456
2380,66,Female,112,84,92,1288
2381,30,Male,134,79,64,896
2382,55,Female,51,26,58,638
2383,66,Female,62,54,91,1001
2384,63,Female,15,42,9,126
2385,66,Male,74,11,40,240
2386,25,Male,58,37,58,638
2387,60,Male,129,11,92,1288
2388,37,Male,122,27,40,560
2389,50,Female,58,94,73,511
2390,43,Female,92,83,43,473
2391,56,Male,39,34,74,592
2392,38,Female,146,38,8,96
2393,66,Female,130,61,78,936
2394,59,Male,133,87,69,690
2395,60,Female,24,53,89,623
2396,58,Female,123,65,44,440
2397,26,Male,49,3,41,410
2398,41,Female,148,67,71,497
2399,54,Female,33,28,35,280
2400,66,Female,22,14,95,570
2401,58,Male,24,52,85,425
2402,34,Male,43,30,91,546
2403,41,Female,29,58,81,891
2404,38,Female,101,54,51,714
2405,68,Female,37,69,31,279
2406,56,Male,60,15,55,715
2407,58,Male,42,38,24,168
2408,56,Male,40,78,17,102
2409,30,Female,24,14,67,536
2410,28,Female,18,57,48,288
2411,63,Female,69,59,28,308
2412,36,Female,80,8,7,98
2413,28,Female,81,72,14,140
2414,30,Male,149,19,69,828
2415,63,Female,69,32,53,477
2416,62,Female,45,95,62,372
2417,18,Female,88,29,81,648
2418,57,Male,33,41,82,410
2419,61,Female,95,75,6,36
2420,36,Male,101,45,70,560
2421,29,Male,34,13,35,350
2422,25,Male,27,27,72,576
2423,25,Male,91,19,87,696
2424,62,Male,57,26,41,574
2425,29,Female,64,53,77,1078
2426,65,Female,42,51,28,168
2427,50,Male,18,37,81,1053
2428,62,Male,36,9,48,672
2429,43,Male,133,92,98,1176
2430,56,Female,115,96,87,1044
2431,45,Female,53,52,45,405
2432,22,Male,48,54,78,546
2433,25,Female,111,3,55,550
2434,42,Female,58,96,46,598
2435,44,Male,54,69,82,984
2436,63,Male,111,8,44,484
2437,40,Female,144,14,52,624
2438,47,Female,88,3,88,704
2439,62,Female,100,24,8,80
2440,64,Male,104,13,64,576
2441,40,Male,81,43,43,258
2442,66,Male,90,29,9,108
2443,64,Female,106,72,10,70
2444,37,Female,24,51,18,162
2445,35,Male,100,42,74,888
2446,35,Female,116,31,82,1066
2447,19,Male,122,63,16,208
2448,21,Female,105,26,66,594
2449,47,Male,93,18,31,186
2450,50,Female,100,82,58,638
2451,53,Female,121,57,94,1034
2452,35,Male,115,7,16,192
2453,54,Male,122,48,12,144
2454,36,Male,74,80,78,702
2455,64,Male,62,60,20,100
2456,45,Male,131,33,56,448
2457,57,Female,120,3,30,240
2458,37,Male,47,4,12,84
2459,66,Male,58,100,49,588
2460,50,Male,126,4,97,679
2461,29,Male,103,42,88,792
2462,68,Male,50,9,85,510
2463,32,Female,95,51,23,230
2464,58,Male,102,17,21,210
2465,56,Male,144,17,69,828
2466,19,Male,45,97,33,396
2467,46,Female,122,20,18,90
2468,58,Female,44,14,21,189
2469,27,Male,26,22,17,102
2470,19,Male,65,52,97,1358
2471,68,Female,135,27,95,855
2472,28,Female,27,43,67,938
2473,30,Female,105,3,37,481
2474,27,Male,88,88,33,264
2475,31,Male,34,94,41,492
2476,35,Female,86,8,87,435
2477,68,Male,87,86,50,600
2478,26,Female,85,89,28,280
2479,56,Female,92,10,18,216
2480,45,Female,42,29,9,90
2481,20,Male,144,40,57,399
2482,37,Female,135,65,92,1104
2483,23,Female,57,21,99,891
2484,44,Male,22,24,34,476
2485,19,Female,27,73,64,576
2486,46,Male,125,60,77,847
2487,55,Female,49,26,95,950
2488,20,Male,37,9,32,416
2489,33,Female,60,20,30,330
2490,47,Female,29,56,22,154
2491,57,Female,144,99,40,360
2492,19,Female,75,36,12,156
2493,34,Female,129,36,22,308
2494,58,Male,78,73,88,528
2495,29,Male,66,22,62,310
2496,52,Female,83,1,36,432
2497,60,Female,81,69,97,1164
2498,18,Female,97,73,53,318
2499,62,Male,16,37,52,624
2500,32,Male,92,83,86,774
2501,43,Female,42,72,75,450
2502,54,Male,68,96,69,759
2503,38,Female,81,13,96,1056
2504,66,Female,116,84,37,259
2505,48,Female,134,100,54,270
2506,42,Male,62,43,8,64
2507,40,Female,61,37,88,528
2508,41,Female,35,94,40,320
2509,55,Female,106,74,99,1188
2510,45,Male,135,95,32,192
2511,38,Male,130,25,7,35
2512,60,Male,15,93,10,70
2513,35,Female,91,88,49,686
2514,53,Male,99,21,27,297
2515,52,Female,60,41,11,110
2516,62,Male,61,73,65,650
2517,26,Female,73,42,69,759
2518,55,Male,68,42,10,120
2519,47,Female,100,2,28,196
2520,61,Male,26,68,41,287
2521,51,Male,20,8,49,686
2522,49,Male,67,96,55,660
2523,20,Female,104,61,92,1012
2524,20,Male,19,14,49,686
2525,45,Male,87,77,67,603
2526,61,Male,28,21,33,264
2527,32,Male,120,24,29,290
2528,58,Female,66,50,14,182
2529,40,Male,130,82,39,390
2530,57,Female,40,45,59,708
2531,28,Female,67,64,29,145
2532,65,Female,123,64,95,950
2533,49,Female,43,26,49,294
2534,53,Male,33,32,16,112
2535,50,Female,61,57,8,80
2536,41,Female,37,53,94,564
2537,56,Female,131,33,71,568
2538,51,Female,120,52,21,210
2539,45,Male,67,95,77,693
2540,54,Male,110,18,97,970
2541,24,Female,19,35,69,690
2542,21,Female,30,12,86,1032
2543,54,Female,31,51,57,741
2544,18,Male,116,89,88,792
2545,18,Male,34,95,61,610
2546,64,Male,126,10,32,320
2547,37,Male,134,52,20,200
2548,36,Male,125,34,25,150
2549,46,Female,15,67,81,648
2550,27,Male,72,39,46,230
2551,35,Male,107,8,58,290
2552,45,Female,20,96,36,180
2553,52,Male,122,29,42,462
2554,60,Male,117,22,74,370
2555,64,Male,64,84,42,420
2556,48,Female,132,70,58,348
2557,44,Male,124,61,64,640
2558,28,Female,102,43,81,810
2559,66,Female,34,49,81,567
2560,66,Male,28,29,51,612
2561,55,Male,147,81,16,128
2562,22,Male,54,31,57,627
2563,25,Male,48,53,37,296
2564,51,Female,138,34,32,160
2565,65,Male,59,38,7,70
2566,69,Female,94,57,86,774
2567,29,Female,85,4,30,390
2568,55,Female,92,2,58,754
2569,18,Female,92,12,44,528
2570,48,Female,47,35,70,770
2571,21,Male,47,70,72,432
2572,66,Female,58,72,96,1152
2573,62,Female,34,21,96,672
2574,67,Male,125,61,93,930
2575,22,Male,21,35,94,1316
2576,47,Female,38,48,51,561
2577,41,Female,84,15,6,60
2578,20,Male,126,71,46,414
2579,28,Female,118,15,38,304
2580,62,Male,68,6,98,588
2581,21,Male,52,81,25,325
2582,43,Female,88,68,48,528
2583,44,Male,94,22,91,1001
2584,63,Female,46,32,6,48
2585,60,Female,59,22,95,855
2586,44,Female,75,27,63,630
2587,59,Male,67,15,90,540
2588,68,Female,142,44,20,160
2589,67,Male,90,86,24,192
2590,23,Female,41,92,30,240
2591,32,Female,76,9,20,220
2592,47,Male,32,34,74,814
2593,59,Female,141,100,27,297
2594,54,Female,123,73,46,506
2595,54,Male,117,15,41,246
2596,59,Male,91,62,76,684
2597,54,Male,131,45,10,140
2598,52,Female,118,84,41,246
2599,40,Male,63,72,26,234
2600,23,Male,130,58,10,100
2601,21,Female,114,92,36,252
2602,35,Male,139,19,21,210
2603,26,Female,39,16,42,378
2604,66,Female,142,75,21,168
2605,46,Male,114,8,41,574
2606,30,Female,19,33,27,351
2607,64,Male,33,74,53,636
2608,69,Male,32,18,65,715
2609,34,Male,135,35,53,265
2610,62,Male,46,43,65,845
2611,49,Female,24,50,81,1053
2612,65,Female,51,3,36,360
2613,39,Male,100,91,90,990
2614,21,Male,27,59,67,469
2615,22,Female,23,28,11,99
2616,54,Male,102,46,26,286
2617,58,Female,60,64,89,445
2618,66,Male,133,70,10,50
2619,30,Female,33,47,65,585
2620,51,Female,108,14,18,234
2621,62,Female,40,7,20,220
2622,39,Male,60,74,7,35
2623,40,Male,132,79,13,117
2624,68,Male,60,31,51,612
2625,20,Male,28,93,89,1068
2626,59,Male,99,81,98,588
2627,51,Female,77,51,98,1078
2628,49,Female,86,29,46,644
2629,62,Female,17,15,46,414
2630,68,Female,42,90,27,351
2631,66,Female,139,76,7,49
2632,38,Female,101,25,5,25
2633,63,Female,91,61,71,568
2634,61,Male,90,41,75,825
2635,38,Female,128,69,7,35
2636,61,Male,147,4,53,318
2637,28,Female,89,57,71,639
2638,56,Female,73,31,59,767
2639,21,Male,73,3,8,40
2640,68,Female,61,67,35,280
2641,18,Male,109,90,70,490
2642,45,Female,92,50,82,738
2643,41,Male,127,17,68,612
2644,52,Female,123,60,35,490
2645,30,Male,120,74,67,402
2646,64,Male,103,66,70,630
2647,51,Female,47,88,35,455
2648,28,Female,111,75,51,459
2649,53,Male,93,24,26,364
2650,68,Female,30,99,78,468
2651,34,Male,58,87,98,1078
2652,52,Female,134,32,87,870
2653,35,Male,148,87,50,550
2654,57,Female,122,98,93,1116
2655,39,Male,18,19,62,868
2656,41,Female,70,66,65,585
2657,36,Male,78,60,50,300
2658,54,Male,109,66,5,55
2659,56,Female,70,15,29,319
2660,38,Female,46,85,65,780
2661,25,Male,130,35,85,935
2662,45,Male,23,69,18,252
2663,22,Male,119,27,49,539
